sent_id,symbol,pub_date,lang,elr,prob,present,technology,technologies,subject_ok,verb_from_list,verb,tier,text
SGBJ|2021-05-03|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|33,SGBJ,2021-05-03,ar,NotesListOfNotes,0.9986,1,Big Data,Big Data,False,False,,1,تم تطوير العلاقات المتوقعة بين مؤشرات الاقتصاد الكلي الرئيسية ومعدلات التخلف عن السداد لمحافظ الموجودات المالية المعنية بناءً على تحليل البيانات التاريخية على مدى السنوات الخمسة الماضية.
SPTI|2021-03-25|NotesListOfNotes|ifrs-full_DisclosureOfPrepaymentsAndOtherAssetsExplanatory|0|ar|0,SPTI,2021-03-25,ar,NotesListOfNotes,0.0006,0,none,,False,False,,0,"إيضاح ( 4) مصاريف مدفوعة مقدماً :- 2020 2019 دينــــــــار دينــــــــار تأمين صحي 1,168 1,412 تأمين مخاطر / حريق وسرقة 1,812 2,604 أرشفة الكترونية 0 150 المجموع 2,980 4,166"
THBK|2024-03-31|DisclosuresDirectorsReport|jsc_DisclosureOfStatementThatIndicatesDonationsAndGrantsMadeByCompanyDuringFiscalYear|0|en|0,THBK,2024-03-31,en,DisclosuresDirectorsReport,0.0007,0,none,,False,False,,0,"Donations and Grants for 2023 Monetary Donations The bank's monetary donations in 2023 amounted to JOD 2,599,149; the following table shows beneficiaries with the amount donated: Beneficiary Donation Amount (JOD) King Hussein Cancer Foundation 1 70 ,000 Ministry of Social Development 1 6 0,000 Jordan River Foundation 1 50 ,000 Housing Bank Abdoun Park 120,000 Himmetna Association 100,000 Tkiyet Um Ali 50,000 Jordan Hashemite Fund for Human Development 50,000 Princess Taghrid Institute 50,000 Middle East University 35,000 Al-Aman Fund for the Future of Orphans 30,000 Waqf Thareed 25,000 Health Care Accrediation Council 25,000 Princess Alia Foundation 20,575 Al-Awn Humanitarian Club 20,000 Ministry of culture/ Jerash Festival 20,000 Young Muslim Women's Association/ Bunayat Centre for Special Education 16,500 Jordan Media Institute 15,000 Income and Sales Tax Department/ E-Invoicing System 15,000 Public Security Directorate 15,000 Jordanian Children's Villages Association - SOS 15,000 Dar Abu Abdullah Association for Philanthropy and Development 14,400 Promise Welfare Society 10 ,025 Mutah University 10,000 Jordan Basketball Federation 10,000 Arab Group for the Protection of Nature Society 10,000 Jordan Association for Medical Insurance 10,000 Al-Faisaly Sports Club 15,000 Jordan Chamber of Commerce 10,000 Al Hussein Technical University 9,399 Jordan Taekwondo Federation 8,500 Royal Marine Conservation Society 6,000 Jordan Press Association 6,000 Jordan Hashemite Charity Organization 5,250 The Royal Institute for Inter-Faith Studies 5,000 Diwan Alkarak 5,000 Sana for special individual 5,000 El-Hassan Youth Award 5,000 Alshabab Sport Club - Homenetmen 5,000 Elia Nuqul Foundation 3,700 Jordan Forum for Business and Professional Women 3,000 Mabarrat Um Al-Hussein 3,000 Jazeerah Sport Club 3,000 Social Security Corporation 3,000 Salt Municipality 4,500 Darat Samir Shamma for Eldery 2,500 Association of Retired Servicemen and Veterans 2,500 Jubilee School 2,300 Princess Sumaya University for Technology 2,000 Royal Higher Committee for the Development of Salt Secondary School for Boys 2,000 Jordanian Iraqi Amity Assembly 2,000 Hashemite Committee for Disabled Soldiers 2,000 Al-Amal Society 2,000 General Federation of Jordanian Women 2,000 White Beds Society 1,500 Labayk ya watan Society 1,500 National Orthodox School Society 1,500 Al-Salt Charity Society 1,000 National Association for People with Special Needs 1,000 Al-Salt Municipality Friends Cultural Association 1,000 Ahl Alazm Blind Society 500 Total 1,299,149 JOD The bank also provided 1.3 JOD million in support of donations campaigns organized by a number of the Bank's strategic partners, namely King Hussein Cancer Foundation, Tkiyet Um Ali, and Jordan Hashemite Charity Organizationin in support of the people of Gaza in line with the current circumstances . 2- In-Kind Donations The book value of the in-kind materials donated during 2023 was about JD 886.966, with a nominal value of about JD 156283.274, and the donated non-monetary materials are computers, furniture and machines."
UBSI|2022-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|15,UBSI,2022-04-29,ar,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,False,False,,1,قراراتنا مبنية على البيانات والأدلة نعمل دوماً على تحليل بيانات عملائنا لنفهم ما هم بحاجة إليه، فنقوم بتصميم منتجات وخدمات تلبّي احتياجاتهم وتوقعاتهم.
ZEIC|2024-02-13|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|53,ZEIC,2024-02-13,en,DisclosuresDirectorsReport,0.9975,1,AI/ML,AI/ML,False,False,,1,"Artificial Intelligence and Robotics Engineering Applied English Technical accounting Electronic business management There has been a clear development in the number of accepted students in the last two years, as the number of students in 2023 reached (929) students, while in 2022 it reached (502) students."
ZEIC|2024-02-13|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|56,ZEIC,2024-02-13,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,طور,1,هندسة الذكاء الاصطناعي والروبوتات اللغة الإنجليزية التطبيقية المحاسبة التقنية إدارة الأعمال الإلكترونية حيث ظهر تطور واضح في أعداء المقبولين في السنتين الأخيرتين حيث بلغ عدد أعداد الطلبة في عام 2023 (929) طالباً بينما بلغ في عام 2022 (502) طالباً.
ZEIC|2024-02-13|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|54,ZEIC,2024-02-13,en,DisclosuresDirectorsReport,0.0043,0,none,,False,False,,0,Secretariat * Consultants are from outside the company Audit and Internal Control Council's Secretariat 9- B - Organizational structure of Zarqa University Board of Trustees Consultants Internal Control Unit University President University Council President’s Office Deans’ Council Vices to the President President’s Counselors Secretariat of the Presidency and the Council Deanships Centers and Administrative Departments Dean of the Faculty of Sharea Dean of the Faculty of Arts Director of Public Relations Director of the Library Dean of the Faculty of Science Dean of the Faculty of Economics and Administrative Sciences Director of Financial Affairs Director of Development and Quality Assurance Unit Dean of the Faculty of Educational Sciences Dean of the Faculty of Law Director of Public Relations Director of Outside Projects Unit Dean of the Faculty of Medical Sciences Dean of the Faculty of Nursing Director of General Services Director of Translation Unit Dean of the Faculty of Engineering Technology Dean of the Faculty of Pharmacy Director of Medical Services and Insurance Director of Blended Learning Dean of the Faculty of Art and Design Dean of the Faculty of Mass Media Director of Supplies Director of Business Incubator Unit Dean of the Faculty of Information Technology Dean of Scientific Research Director of Islamic Cultural Center Director of Computer Center Dean of Students’ Affairs Dean of Admission and Registration Director of Continued Learning Center Director of Languages Center Dean of the Faculty of Dentistry Director of Electronic Learning Center Director of Energy Research Center 9 – C - The Organizational Structure of Zarqa Technical Intermediate College Board of Trustees Audit and Control Unit Dean of the College Secretariat of the Council Financial Department Secretariat Department of Cyber Security and Artificial Intelligence Engineering Department of Cyber Security and Artificial Intelligence Engineering Department of Digital Media and Animation Art Department of Architecture and Interior Design Department of Electric Vehicles Maintenance and Renewable Energy Technology College Council Deputy Dean Digital Media Animation Arts Technical Accounting Applied English Language Cyber Security Artificial Intelligence Engineering Electric Vehicle Maintenance Renewable energy technology 9 – D - The organizational Structure of Zarqa University Schools and Kindergarten Chairman of Administrative Board General Director Deputy of General Director Supervision Unit Secretariat Archiving Supervision and Training Quality Assurance Registration and Student’s Affairs Financial Dept.
ZEIC|2024-02-13|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|67,ZEIC,2024-02-13,ar,DisclosuresDirectorsReport,0.0009,0,none,,False,False,,0,المستشارون * الهيئة العامة مجلس الإدارة رئيس مجلس الإدارة مدير عام المدارس مدير عام الشركة المستشارون · قسم المساهمين قسم اللوازم والعطاءات قسم المحاسبة شؤون الموظفين الديوان التدقيق و الرقابة الداخلية أمانة سر المجلس 9-أ - الهيكل التنظيمي للشركة الزرقاء للتعليم والاستثمار المستشارون من خارج الشركة 9- د - الهيكل التنظيمي لجامعة الزرقاء مجلس الأمناء المستشارون وحدة الرقابة الداخلية رئيس الجامعة مجلس الجامعة مكتب الرئيس مجلس العمداء نواب الرئيس مستشارو الرئيس ديوان الرئاسة وأمانة سر المجالس العمادات الدوائر والمراكز عميد كلية الشريعة عميد كلية الآداب عميدالبحث العلمي مدير العلاقات الثقافية والعامة مدير المكتبة عميد كلية العلوم عميد كلية الاقتصاد والعلوم الإدارية عميد الدراسات المسائية مدير الدائرة المالية مدير وحدة التطوير وضمان الجودة عميد كلية العلوم التربوية عميد كلية الحقوق عميد شؤون الطلبة مدير دائرة الموارد البشرية مدير وحدة التعاون الدولي عميد كلية العلوم الطبية عميد كلية التمريض عميد القبول والتسجيل مدير دائرة الخدمات العامة والصيانة مدير وحدة الابداع وريادة الأعمال عميد كلية الهندسة التكنولوجية عميد كلية الصيدلة مدير الخدمات الطبية والتأمين الصحي مدير مركز الحاسوب عميد كلية الفنون والتصميمم عميد كلية الدراسات العليا مدير اللوازم والمشتريات والعطاءات مدير مركز التعلم الإلكتروني عميد كلية الإعلام عميد كلية تكنولوجيا المعلومات مدير المركز الثقافي الإسلامي مدير مركز أبحاث الطاقة عميد كلية طب الأسنان مدير مركز التعليم المستمر ومركز اللغات 9-ج - الهيكل التنظيمي لكلية الزرقاء التقنية المتوسطة مجلس الأمناء أمانة سر المجلس عميد الكليـة وحدة الرقابة والتدقيق نائب العميد مجلس الكلية قسم صيانة المركبات الكهربائية وتكنولوجيا الطاقة المتجددة قسم هندسة العمارة والتصميم الداخلي قسم الميديا الرقيمة (الإعلام الرقمي) وفنون الرسوم المتحركة قسم الأمن السيبراني وهندسة الذكاء الاصطناعي والروبوتات قسم اللغة الإنجليزية التطبيقية والمحاسبة التقنية الديوان الدائرة المالية القبول والتسجيل صيانة المركبات الكهربائية تكنولوجيا الطاقة المتجددة الميديا الرقمية فنون الرسوم المتحركة الأمن السيبراني هندسة الذكاء الاصطناعي اللغة الإنجليزية التطبيقية محاسبة تقنية 9- د - الهيكل التنظيمي لرياض ومدارس جامعة الزرقاء رئيس مجلس الإدارة المدير العام نائب المدير العام وحدة الإشراف قسم الديوان السكرتاريا قسم الإشراف والتدريب قسم ضمان الجودة قسم التسجيل وشؤون الطلبة قسم المالية قسم الموارد البشرية قسم نظم المعلومات قسم السيطرة قسم الخدمات العامة قسم التصميم والإعلام قسم العيادة الطبية شعبة المحاسبة شعبة الصندوق شعبة اللوازم والمشتريات شعبة الأمن شعبة خدمة المكاتب شعبة الحركة شعبة الصيانة شعبة العيادة الطبية (ثانوية البنات) شعبة العيادة الطبية (ثانوية البنين) مدير الروضة مدير المدرسة الأساسية مدير المدرسة الثانوية / بنات مدير المدرسة الثانوية/ بنين السكرتاريا مشرفة الطابق منسقة المادة السكرتاريا السكرتاريا السكرتاريا الهيئة التدريسية المساعدة المساعدة المساعد مشرفة المختبر مشرفوا المختبر مشرفوا المختبر منسقة المادة منسقة المادة منسق المادة مشرفة الطابق مشرفة الطابق مشرف الطابق الهيئة التدريسية الهيئة التدريسية الهيئة التدريسية أمينة المكتبة أمينة المكتبة أمين المكتبة المرشدة المرشدة المرشد معلمة المصادر مشرفة الثانوية العامة مشرف الثانوية العامة هيئة المديرين رئيس هيئة المديرين نائب رئيس هيئة المديرين المدير الإداري المستشارون · مدير قناة الإذاعة مدير قناة التلفزيون مدير مصنع مياه زاركي مدير مسرح زاركي المدير المالي الديوان 9-هـ - الهيكل التنظيمي للشركة التابعة [ شركة الضوء الساطع للبث الفضائي والإذاعي (ذ.م.م) ] المستشارون من خارج الشركة 9 -ب- عدد موظفي الشركة وفئات مؤهلاتهم : المؤهل العلمي عدد موظفي الشركة واستثماراتها عدد موظفي الشركة التابعة دكتوراه 511 - ماجستير 146 1 دبلوم عالي 39 - بكالوريس 468 8 دبلوم 84 3 ثانوية عامة 117 1 دون الثانوية العامة 351 - إجمالي عدد الموظفين 1716 13 9 -ج- برامج التأهيل والتدريب لموظفي الشركة : تواصل الشركة رفع كفاءة ومهارة العاملين لديها من خلال برامج التدريب والتأهيل داخل وخارج الجامعة.
ZEIC|2024-02-13|DisclosuresDirectorsReport|jsc_DisclosureOfIssuingCompanysOrganizationalChartNumberOfItsEmployeesAndTheirClassesOfQualificationAndItsPersonnelQualifyingAndTrainingPrograms|0|ar|0,ZEIC,2024-02-13,ar,DisclosuresDirectorsReport,0.0011,0,none,,False,False,,0,9-أ - الهيكل التنظيمي للشركة الزرقاء للتعليم والاستثمار المستشارون من خارج الشركة 9- د - الهيكل التنظيمي لجامعة الزرقاء مجلس الأمناء المستشارون وحدة الرقابة الداخلية رئيس الجامعة مجلس الجامعة مكتب الرئيس مجلس العمداء نواب الرئيس مستشارو الرئيس ديوان الرئاسة وأمانة سر المجالس العمادات الدوائر والمراكز عميد كلية الشريعة عميد كلية الآداب عميدالبحث العلمي مدير العلاقات الثقافية والعامة مدير المكتبة عميد كلية العلوم عميد كلية الاقتصاد والعلوم الإدارية عميد الدراسات المسائية مدير الدائرة المالية مدير وحدة التطوير وضمان الجودة عميد كلية العلوم التربوية عميد كلية الحقوق عميد شؤون الطلبة مدير دائرة الموارد البشرية مدير وحدة التعاون الدولي عميد كلية العلوم الطبية عميد كلية التمريض عميد القبول والتسجيل مدير دائرة الخدمات العامة والصيانة مدير وحدة الابداع وريادة الأعمال عميد كلية الهندسة التكنولوجية عميد كلية الصيدلة مدير الخدمات الطبية والتأمين الصحي مدير مركز الحاسوب عميد كلية الفنون والتصميمم عميد كلية الدراسات العليا مدير اللوازم والمشتريات والعطاءات مدير مركز التعلم الإلكتروني عميد كلية الإعلام عميد كلية تكنولوجيا المعلومات مدير المركز الثقافي الإسلامي مدير مركز أبحاث الطاقة عميد كلية طب الأسنان مدير مركز التعليم المستمر ومركز اللغات 9-ج - الهيكل التنظيمي لكلية الزرقاء التقنية المتوسطة مجلس الأمناء أمانة سر المجلس عميد الكليـة وحدة الرقابة والتدقيق نائب العميد مجلس الكلية قسم صيانة المركبات الكهربائية وتكنولوجيا الطاقة المتجددة قسم هندسة العمارة والتصميم الداخلي قسم الميديا الرقيمة (الإعلام الرقمي) وفنون الرسوم المتحركة قسم الأمن السيبراني وهندسة الذكاء الاصطناعي والروبوتات قسم اللغة الإنجليزية التطبيقية والمحاسبة التقنية الديوان الدائرة المالية القبول والتسجيل صيانة المركبات الكهربائية تكنولوجيا الطاقة المتجددة الميديا الرقمية فنون الرسوم المتحركة الأمن السيبراني هندسة الذكاء الاصطناعي اللغة الإنجليزية التطبيقية محاسبة تقنية 9- د - الهيكل التنظيمي لرياض ومدارس جامعة الزرقاء رئيس مجلس الإدارة المدير العام نائب المدير العام وحدة الإشراف قسم الديوان السكرتاريا قسم الإشراف والتدريب قسم ضمان الجودة قسم التسجيل وشؤون الطلبة قسم المالية قسم الموارد البشرية قسم نظم المعلومات قسم السيطرة قسم الخدمات العامة قسم التصميم والإعلام قسم العيادة الطبية شعبة المحاسبة شعبة الصندوق شعبة اللوازم والمشتريات شعبة الأمن شعبة خدمة المكاتب شعبة الحركة شعبة الصيانة شعبة العيادة الطبية (ثانوية البنات) شعبة العيادة الطبية (ثانوية البنين) مدير الروضة مدير المدرسة الأساسية مدير المدرسة الثانوية / بنات مدير المدرسة الثانوية/ بنين السكرتاريا مشرفة الطابق منسقة المادة السكرتاريا السكرتاريا السكرتاريا الهيئة التدريسية المساعدة المساعدة المساعد مشرفة المختبر مشرفوا المختبر مشرفوا المختبر منسقة المادة منسقة المادة منسق المادة مشرفة الطابق مشرفة الطابق مشرف الطابق الهيئة التدريسية الهيئة التدريسية الهيئة التدريسية أمينة المكتبة أمينة المكتبة أمين المكتبة المرشدة المرشدة المرشد معلمة المصادر مشرفة الثانوية العامة مشرف الثانوية العامة هيئة المديرين رئيس هيئة المديرين نائب رئيس هيئة المديرين المدير الإداري المستشارون · مدير قناة الإذاعة مدير قناة التلفزيون مدير مصنع مياه زاركي مدير مسرح زاركي المدير المالي الديوان 9-هـ - الهيكل التنظيمي للشركة التابعة [ شركة الضوء الساطع للبث الفضائي والإذاعي (ذ.م.م) ] المستشارون من خارج الشركة 9 -ب- عدد موظفي الشركة وفئات مؤهلاتهم : المؤهل العلمي عدد موظفي الشركة واستثماراتها عدد موظفي الشركة التابعة دكتوراه 511 - ماجستير 146 1 دبلوم عالي 39 - بكالوريس 468 8 دبلوم 84 3 ثانوية عامة 117 1 دون الثانوية العامة 351 - إجمالي عدد الموظفين 1716 13 9 -ج- برامج التأهيل والتدريب لموظفي الشركة : تواصل الشركة رفع كفاءة ومهارة العاملين لديها من خلال برامج التدريب والتأهيل داخل وخارج الجامعة.
ABCO|2022-03-30|Declarations|jsc-rep_DeclarationAffirmingCorrectnessAccuracyAndCompletenessOfInformationAndDataStatedInReportSignedByChairmanOfBoardOfDirectorsCompanysChiefExecutiveOfficerAndChiefFinancialOfficer|0|en|0,ABCO,2022-03-30,en,Declarations,0.9986,1,XBRL,XBRL,False,False,,1,"Representation of the Authenticity of the Financial Statements The Management of Bank ABC in Jordan represents the authenticity, accuracy and precision of the information and financial statements cited in this report. * Signatures are included in the PDF version of the annual report in Arabic that has been uploaded on the XBRL system."
ABCO|2022-03-30|Declarations|jsc-rep_DeclarationByBoardOfDirectorsAffirmingItsResponsibilityForPreparationOfFinancialStatementsAndForProvisionOfEffectiveSystemOfControlsWithinCompany|0|en|0,ABCO,2022-03-30,en,Declarations,0.9986,1,XBRL,XBRL,False,False,,1,Representation of the Board of Directors The Board of Directors of Bank ABC in Jordan represents its responsibility for preparing the financial statements; that the information cited in the Board of Directors’ Report is in line with the enclosed financial statements; and that the Bank has an effective and efficient Internal Control System. * Signatures are included in the PDF version of the annual report in Arabic that has been uploaded on the XBRL system.
ABCO|2022-03-30|Declarations|jsc-rep_DeclarationFromBoardOfDirectorsThatThereAreNoSubstantialMattersDisaffectingCompanysContinuityDuringNextFiscalYear|0|en|0,ABCO,2022-03-30,en,Declarations,0.9983,1,XBRL,XBRL,False,False,,1,"Representation of the Board of Directors The Board of Directors of Bank ABC in Jordan represents, as far as it knows and believes, that there are no fundamental issues that could affect the Bank’s ability to continue its activity throughout the next fiscal year of 2022. * Signatures are included in the PDF version of the annual report in Arabic that has been uploaded on the XBRL system."
ABCO|2022-03-30|Declarations|jsc-rep_DisclosureOfOtherDeclarations|0|en|0,ABCO,2022-03-30,en,Declarations,0.9984,1,XBRL,XBRL,False,False,,1,Representation of the Board of Directors The Board of Directors of Bank ABC in Jordan acknowledge that they have not received personally or any of their relatives any materialistic or in-kind benefits during their work at the Bank and have not disclosed them for the year 2021. * Signatures are included in the PDF version of the annual report in Arabic that has been uploaded on the XBRL system.
ABCO|2022-03-30|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|31,ABCO,2022-03-30,en,DisclosuresChairmansStatement,0.9986,1,AI/ML|Big Data,AI/ML|Big Data,False,False,,1,"With the support of Bank ABC in Jordan, this customer-centric mobile-only offering, aided by cutting-edge Artificial Intelligence and sophisticated Data Analytics, is expected to appeal to all consumer generations, from millennials to older age groups, and segments of society."
ABCO|2022-03-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|22,ABCO,2022-03-30,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,True,use,1,"To keep pace with the rapid technological and digital development and for a better customer service, the Bank is planning to launch “ila” application, which is a digital application that will be available using smart phones only, and that will be launched in 2022 using artificial intelligence and data analysis technologies, which makes it user-friendly and helps the bank to attract and serve a wider customer base; starting with millennials, and ending with all segments of the Jordanian society."
ABCO|2022-03-30|DisclosuresDirectorsReport|jsc_DisclosureOfIssuingCompanysOrganizationalChartNumberOfItsEmployeesAndTheirClassesOfQualificationAndItsPersonnelQualifyingAndTrainingPrograms|0|en|0,ABCO,2022-03-30,en,DisclosuresDirectorsReport,0.0006,0,none,,False,False,,0,"Number of employees of the Bank and the Arab Co-operation Financial Investments Co. and their qualifications No. of Employees of the Arab Co-operation Financial Investments Co . No. of Bank Employees Degree - 1 PhD 7 45 Masters - 1 Higher Diploma 22 398 Bachelor 3 34 Diploma - 5 General Secondary Education 1 22 Below General Secondary Education 33 506 Total no. of employees Qualification and training programs for employees of the Bank and the Arab Co-operation Financial Investments Co. 132 courses were organized in-house, externally and in the Bank’s training centre with the participation of 4,115 employees, as detailed below: The Bank and the Arab Co-operation Financial Investments Co. The Bank and the Arab Co-operation Financial Investments Co. Description No. of Participants # of courses Type of training course 200 29 Courses provided by the Bank’s training centre 173 75 Courses provided by local institutes in Jordan 24 10 Courses provided by institutes abroad 3,718 18 Online courses (e-learning) 4,115 132 Total Types of courses # Course Type No. of Participants 1 Human resources and skills development courses 128 2 Banking marketing, credit cards and customer service courses 31 3 Participation in local and external conferences and meetings - 4 Investment and treasury operations courses - 5 Banking risks and crises management, audit, monitoring, compliance control and anti-money laundering courses 2,111 6 Information technology and systems courses 593 7 Banking facilities and project financing courses - 8 Internal and external banking operations courses 21 9 Courses on laws, regulations and instructions 1,216 10 Accounting courses 15 Total 4,115 * The organizational structure for the Bank and ABCI couldn’t be uploaded correctly (proper copy has been included in the PDF copy of the Annual Report that has been uploaded on XBRL system) ABCJ Organisational Chart ABCI Board of Directors Board Committees Board Risk Committee (BRC) Audit Committee Board Secretary Compliance Committee General Manager Internal Audit Management Committees Compliance Deputy General Manager Treasury Wholesale Banking Group Retail Banking Group Credit Dept Human Resources Dept Legal Affairs Dept Financial Control Dept Support Group Risk Management Dept Corporates Coverage Consumers Banking Corporate Services Department Transaction Banking Procurement Supplies Department Financial Institutions Coverage Consumers Credit Banking Corporate Communications Department Small and Medium Enterprises Projects Management & Organization Unit Middle Office Information Technology Business Development Operations Management Operational Control Information Security Business Continuity Plan ABCI Organisational Chart ABCJ Board ABCI Board of Directors ABCJ Compliance Department Chief Executive Officer Compliance ABCJ Legal affairs Department Brokerage Management Support Management Local Brokerage Department Credit Department Human Resources and Administrative Affairs Department Operations Control Department Operations Department Regional and International Brokerage Department Financial control Department Customer Service Department Legal affairs Department"
ABCO|2022-03-30|NotesListOfNotes|ifrs-full_DisclosureOfAccountingJudgementsAndEstimatesExplanatory|0|ar|72,ABCO,2022-03-30,ar,NotesListOfNotes,0.9986,1,Big Data,Big Data,False,False,,1,تم تطوير العلاقات المتوقعة بين مؤشرات الاقتصاد الكلي الرئيسية ومعدلات التخلف عن السداد لمحافظ الموجودات المالية المعنية بناءً على تحليل البيانات التاريخية على مدى السنوات الخمسة الماضية.
AHLI|2023-04-27|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|en|31,AHLI,2023-04-27,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,True,True,develop,2,"As a UiPathTM partner, AHLI FINTECH supported the ahli bank innovation department in developing Robotic Process Automation (RPA) solutions for over 32 key processes with the bank."
AHLI|2023-04-27|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|ar|36,AHLI,2023-04-27,ar,DisclosuresDirectorsReport,0.0006,0,none,,False,False,,0,بصفتها شريكاً لـ TM️UiPath، عملت الشركةُ على دعم فريق الابداع والابتكار الخاص بالبنك الأهلي في تطوير حلول أتمتةٍ روبوتية للبنك الأهلي مما ساهم في أتمتةِ ما يزيدُ عن 32 عملية تتم داخل البنك.
AHLI|2023-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|32,AHLI,2023-04-27,en,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,True,True,launch,2,"Lastly, the Department launched and built a data warehouse for the bank to improve the accuracy and speed of data retrieval and add greater value to all decision-making processes as part of the first phase of the Big Data project."
AHLI|2023-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|18,AHLI,2023-04-27,ar,DisclosuresDirectorsReport,0.9983,1,Big Data,Big Data,False,False,,1,كما قامت الدائرة بتدشين وبناء مستودع بيانات (Data Warehouse) للبنك لتحسين دقة وسرعة استرجاع البيانات وإضافة قيمة أكبر لجميع عمليات اتخاذ القرار، وذلك ضمن المرحلة الأولى من مشروع البيانات الضخمة (Big Data).
AHLI|2023-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|en|20,AHLI,2023-04-27,en,DisclosuresDirectorsReport,0.9985,1,AI/ML,AI/ML,False,False,,1,"On the same level, the Bank provided its support for the third phase of the national technological project organized by Eureka Academy, which aims to qualify and train 500 students from public schools in different governorates of the Kingdom on advanced courses in technology, including information security, artificial intelligence and programming, in cooperation with a number of Jordanian universities."
AHLI|2023-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|ar|16,AHLI,2023-04-27,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,وعلى الصعيد ذاته قدّم البنك دعمه للمرحلة الثالثة من المشروع الوطني التكنولوجي الذي تنظمه أكاديمية يوريكا والهادف إلى تأهيل وتدريب 500 طالب وطالبة من المدارس الحكومية من مختلف محافظات المملكة على مساقات متقدمة في التكنولوجيا تشمل أمن المعلومات، الذكاء الاصطناعي والبرمجة وبالتعاون مع عدد من الجامعات الأردنية .
AMAL|2024-04-29|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|1,AMAL,2024-04-29,en,DisclosuresChairmansStatement,0.9986,1,Cloud,Cloud,False,False,,1,"Irrespective of the prevailing regional political turmoil, the Jordanian Financial and Economic indicators showed improvement in 2023, this improvement helped the company to achieve acceptable results through prudent planning, thorough follow up and implementation of adaptable and cautious business practices. 2023 was the administrative turnaround, the Company completed the digitization of all processes, including compliance processes, implementation of an electronic local shares trading system, digital risk systems to prevent accidental clients’ overdraft and financing of undesirable shares, digital invoice issuing and archiving processes, digital clients signature request and verification, advanced digital information security and firewalls, cloud based systems high availability and disaster recovery, digitizing fixed assets register, digitizing human resource operations, as well as digitizing settlements of bank accounts, digital control of company’s expenses to totally align with the budget."
AMAL|2024-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|3,AMAL,2024-04-29,en,DisclosuresDirectorsReport,0.9985,1,Cloud,Cloud,True,True,implement,2,Implement cloud-based systems high availability and disaster recovery .
APOT|2025-04-21|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|1,APOT,2025-04-21,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,The Company’s future projects also include digital transformation and the expansion of artificial intelligence applications in its various operational processes.
