sent_id,symbol,pub_date,elr,concept,lang,text,label_binary,label_tech,label_commitment,label_realisation,amount_flag,stratum,n_words
JOPH|2025-04-22|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|ar|15,JOPH,2025-04-22,DisclosuresDirectorsReport,jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService,ar,تحليل الأسواق واستشراف المستقبل: تقديم دراسات تحليلية عن الأسواق، استكشاف الفرص التجارية، واستخدام الذكاء الاصطناعي لفهم المنافسة واتجاهات السوق.,,,,,FALSE,screen_positive,19
JOPH|2025-04-22|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|38,JOPH,2025-04-22,DisclosuresDirectorsReport,jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities,en,"Market Analysis and Future Insights: Conducting analytical market studies, exploring business opportunities, and applying artificial intelligence to understand competition and market trends.",,,,,FALSE,screen_positive,22
JOPH|2025-04-22|DisclosuresDirectorsReport|jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach|0|ar|68,JOPH,2025-04-22,DisclosuresDirectorsReport,jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach,ar,لجان المجلس عضو في لجنة العطاءات الفرعية اللجان التنفيذية - مناصب/عضويات سابقة خارج الشركة المهندس موفق ابوحويلة المنصـــــــــــب: المكلف بتسيير أعمال إدارة التزويد والمشتريات اعتباراً من ١/١٢/٢٠٢٣ تاريخ الميلاد: ١٥/١١/١٩٧٦ تاريخ التعيين: ١٣/٧/١٩٩٨ بكالوريوس في الهندسة الميكانيكية/الجامعة الأردنية بكالوريوس في الإدارة الصناعية حاصل على شهادة : Certified Supply Chain Professional ( CSCP )/ APICS / USA دورة في التصميم الهندسي/ الولايات المتحدة الأمريكية من عام ٢٠٠٩ ولغاية ٢٠١١ المؤهل العلمي مهندس في شركة مناجم الفوسفات مدير مشتريات محلية في شركة مناجم الفوسفات من عام ٢٠١٨ ولغاية ٢٠٢٣ العمل في شركات أمريكية خلال الفترة من ٢٠٠٩ ولغاية ٢٠١٠ الخبرات السابقة عضو في مجلس إدارة شركة ترافنتين/ ترافكو مناصب وعضويات امين سر لجنة العطاءات الرئيسة امين سر لجنة مشتريات المواد الاولية لجان المجلس عضو في لجنة العطاءات الفرعية رئيس لجنة الترميز اللجان التنفيذية عضو سابق في هيئة مديري الشركة الاردنية للاستثمار وتنمية الجنوب عضو في Association for Supply Chain Management ( ASCM )/ USA مناصب/ عضويات خارج الشركة المهندس عبد العزيز العراكزة المنصــــــــــــب: مدير إدارة المجمع الصناعي تاريخ الميلاد: ٨/١/١٩٦١ تاريخ التعيين: ١/٩/٢٠١٩ بكالوريوس هندسة كيماوية من جامعة سبليت/ يوغسلافيا عام ١٩٨٧ المؤهل العلمي ضابط بالقوات المسلحة من عام ١٩٨٧ ولغاية عام ١٩٨٩ مهندس في مصفاة البترول الأردنية من عام ١٩٨٩ ولغاية عام ١٩٩٠ العمل في المجمع الصناعي في شركة مناجم الفوسفات الأردنية من عام ١٩٩٠ ولغاية عام .١٩٩٦ العمل في الشركة الهندية الأردنية للكيماويات ذ.م.,,,,,FALSE,screen_positive,224
JOPT|2024-04-30|NotesListOfNotes|jsc-rep_DisclosureOfFuturePlan|0|en|29,JOPT,2024-04-30,NotesListOfNotes,jsc-rep_DisclosureOfFuturePlan,en,"In order to expand the company's share in the local market, the company will renovate, develop and produce new types of lube oils according to needs of the market and global trends, as the company is currently heading to develop its products by improving performance levels of oils and producing new types such as gasoline engine oil with a performance level (API SP) and diesel engine oils with performance levels (CK4 and CJ4), where the related improvers have been purchased.",,,,,FALSE,screen_positive,80
JTEL|2024-04-25|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|2,JTEL,2024-04-25,DisclosuresDirectorsReport,jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear,en,"In July 2023, we launched 5G services, bringing advanced connectivity to our customers and opening up new possibilities for IoT, smart cities, and industrial solutions.",,,,,FALSE,screen_positive,25
JTEL|2024-04-25|NotesListOfNotes|jsc-rep_DisclosureOfCashOnHandAndAtBanks|0|ar|3,JTEL,2024-04-25,NotesListOfNotes,jsc-rep_DisclosureOfCashOnHandAndAtBanks,ar,** حصلت المجموعة على 4 منح (منحتين خلال عام 2020 و منحتين خلال العام 2021) لتوفير التمويل لتعزيز مبادرات الابتكار الخاصة بشركة الاتصالات الأردنية، بما في ذلك أكاديمية الترميز التابعة للمجموعة والبرامج الأكاديمية الأخرى.,,,,,FALSE,screen_positive,34
JTEL|2024-04-25|NotesListOfNotes|jsc-rep_DisclosureOfRefundableDeposits|0|ar|0,JTEL,2024-04-25,NotesListOfNotes,jsc-rep_DisclosureOfRefundableDeposits,ar,"ذمم وأرصدة دائنة أخرى 2022 2023 يتكون هذا البند مما يلي : دينار دينار 66.181.439 75.486.338 الدائنون التجاريون 5.541.600 6.071.730 مخصصات أخرى 18,900,737 17.434.231 مصاريف مستحقة 16.208.918 15.547.316 تأمينات المشتركين 8.243.724 9.307.839 مبالغ مستحقة لأطراف ذات علاقة (إيضاح 27) 1.288.795 1.410.369 أمانات المساهمين - ارباح موزعة 94.879 983.449 منح مقيدة* (ايضاح 14) 174.801 161.068 أمانات المساهمين - تخفيض رأس المال 116,634,893 126.402.340 * حصلت المجموعة على 4 منح (منحتين خلال عام 2020 و منحتين خلال العام 2021) لتوفير التمويل لتعزيز مبادرات الابتكار الخاصة بالاتصالات الأردنية ، بما في ذلك أكاديمية الترميز التابعة للمجموعة والبرامج الأكاديمية الأخرى.",,,,,TRUE,screen_positive,96
JTEL|2024-04-25|NotesListOfNotes|jsc-rep_DisclosureOfRefundableDeposits|0|ar|10,JTEL,2024-04-25,NotesListOfNotes,jsc-rep_DisclosureOfRefundableDeposits,ar,منحة الصندوق الأردني للريادة خلال عام 2021 ، وقعت شركة الاتصالات الأردنية اتفاقية منحة مع الصندوق الأردني للريادة ( ISSF ) لتمويل حاضنة الذكاء الاصطناعي ، والتي تعزز دور الشركات الناشئة من خلال بناء المهارات وتطوير المنتجات والوصول إلى الفرص.,,,,,FALSE,screen_positive,40
JTEL|2024-04-25|NotesListOfNotes|jsc-rep_DisclosureTradeAndOtherCurrentPayables|0|ar|0,JTEL,2024-04-25,NotesListOfNotes,jsc-rep_DisclosureTradeAndOtherCurrentPayables,ar,"ذمم وأرصدة دائنة أخرى 2022 2023 يتكون هذا البند مما يلي : دينار دينار 66.181.439 75.486.338 الدائنون التجاريون 5.541.600 6.071.730 مخصصات أخرى 18,900,737 17.434.231 مصاريف مستحقة 16.208.918 15.547.316 تأمينات المشتركين 8.243.724 9.307.839 مبالغ مستحقة لأطراف ذات علاقة (إيضاح 27) 1.288.795 1.410.369 أمانات المساهمين - ارباح موزعة 94.879 983.449 منح مقيدة* (ايضاح 14) 174.801 161.068 أمانات المساهمين - تخفيض رأس المال 116,634,893 126.402.340 * حصلت المجموعة على 4 منح (منحتين خلال عام 2020 و منحتين خلال العام 2021) لتوفير التمويل لتعزيز مبادرات الابتكار الخاصة بالاتصالات الأردنية ، بما في ذلك أكاديمية الترميز التابعة للمجموعة والبرامج الأكاديمية الأخرى.",,,,,TRUE,screen_positive,96
JTEL|2024-04-25|NotesListOfNotes|jsc-rep_DisclosureTradeAndOtherCurrentPayables|0|ar|10,JTEL,2024-04-25,NotesListOfNotes,jsc-rep_DisclosureTradeAndOtherCurrentPayables,ar,منحة الصندوق الأردني للريادة خلال عام 2021 ، وقعت شركة الاتصالات الأردنية اتفاقية منحة مع الصندوق الأردني للريادة ( ISSF ) لتمويل حاضنة الذكاء الاصطناعي ، والتي تعزز دور الشركات الناشئة من خلال بناء المهارات وتطوير المنتجات والوصول إلى الفرص.,,,,,FALSE,screen_positive,40
ZEIC|2022-02-24|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|7,ZEIC,2022-02-24,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,en,"On the academic side, accreditations were obtained for new specializations, most notably the Diploma in Education, Cyber Security, and Artificial Intelligence, and began receiving students there.",,,,,FALSE,screen_positive,26
ZEIC|2022-02-24|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|79,ZEIC,2022-02-24,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,en,Second: The University Supports Many Scientific Researches and Conferences. - Participation in the International Conference on Quran and Language Sciences on 11/1/2021. - Participation in the Pharmaceutical and Medical Research and Opinions Conference during the Corona Pandemic on 23/3/2021. - Participation in the Artificial Intelligence Conference for Defense Technology on 11/1/2021. - Participation in the International Symposium on Information Services in Information Institutions and Libraries on 5/4/2021 - The University's Business Incubator Unit held a workshop entitled Assessing the Technical Needs for Entrepreneurial Business on 26/5/2021 Fourth: Scholarships The university has sent many students on scholarships in master's and doctoral programs to many local and foreign universities.,,,,,FALSE,screen_positive,107
ZEIC|2022-02-24|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|78,ZEIC,2022-02-24,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,ar,المشاركة في مؤتمر الذكاء الاصطناعي لتكنولوجيا الدفاع بتاريخ 1/11/2021.,,,,,FALSE,screen_positive,9
AHLI|2021-05-09|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|48,AHLI,2021-05-09,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,en,"Ahli Bank was able to provide this service by being the first bank to join the artificial intelligence and blockchain-based eKYC-as-a-service platform “Anameen”, a capability incubated and developed by Ahli Fintech’s accelerator and developed by Jordanian talents and minds in partnership with Microsoft and Oracle.",,,,,FALSE,screen_positive,45
AHLI|2021-05-09|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|30,AHLI,2021-05-09,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,ar,لقد قطع البنك الأهلي الأردني أشواطاً متقدمة في مسيرته لتبني التطور والإبداع كرؤية مستقبلية ونهج لتحسين وتطوير تجربة العميل والذي تُرجم من خلال الإستثمار في التكنولوجيا المالية وتكنولوجيا المعلومات والإتصالات وحقق نجاحاً مميزاً في إطلاق تطبيقات الخدمات المصرفية المستحدثة من خلال التقنيات والمنصات الرقمية تزامناً مع تقنيات العمل عن بعد والظروف الإستثنائية التي عايشتها المملكة خلال الجائحة، وقد كان من أبرزها إطلاق خدمة “ فتح حساب لحظي ”(Instant Account Opening) لأول مرة في السوق الأردني، حيث تتيح هذه الخدمة لجمهور العملاء الحاليين والمحتملين من القيام بفتح حساباتهم البنكية فوراً، وبشكل إلكتروني ودون الحاجة لزيارة أي من فروع البنك وذلك من خلال تسخير تقنيات الذكاء الإصطناعي و تقنيات تعزيز الواقع والبلوكتشين والتي تعد التقنية الأكثر أماناً بالعالم .,,,,,FALSE,screen_positive,117
ARAS|2021-04-30|NotesListOfNotes|jsc-rep_DisclosureOfReinsuranceRisk|0|ar|4,ARAS,2021-04-30,NotesListOfNotes,jsc-rep_DisclosureOfReinsuranceRisk,ar,تقوم الشركة بمتابعة تصنيف معيدي التامين الاختياري والاتفاقي شهريا للتأكد من عدم تغيير التصنيف إلى ما هو دون الدرجة الأولى أو الثانية.,,,,,FALSE,screen_positive,22
CABK|2024-04-08|DisclosuresDirectorsReport|jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach|0|ar|93,CABK,2024-04-08,DisclosuresDirectorsReport,jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach,ar,السيد زيد جمال زهدي حميد - المدير التنفيذي / إدارة امن المعلومات و مكافحة الجرائم المالية تاريخ الميلاد 18/5/1986 تاريخ التعيين 27/12/2011 المؤهلات العلمية بكالوريوس ادارة اعمال ٢٠١١ الخبرات العملية مدير تنفيذي ادارة امن المعلومات ومكافحة الجرائم المالية من 4/2023 لغاية الان مدير الجرائم المالية و الامن السيبراني لدى بنك القاهرة عمان من 2/2021 لغاية 4/2023 مدير دائرة مكافحة الجرائم المالية لدى بنك القاهرة عمان من 10/2019 لغاية 2/2021 مسؤول قسم التحقيقات و اعرف عميلك لدى بنك القاهرة عمان من 4/2017 لغاية 10/2019 مسؤول قسم مراقبة المعلومات و التحقيق لدى بنك القاهرة عمان من 7/2014 لغاية 4/2017 السيد فؤاد نبيل الخوري اسبير فؤاد الصناع - مدير دائرة التخطيط الاستراتيجي وتطوير الأعمال تاريخ الميلاد 10/6/1992 تاريخ التعيين 1/11/2015 المؤهلات العلمية درجة الماجستير العلوم المالية و المصرفية ٢٠١٥ بكالوريوس اقتصاديات المال والاعمال 2014 الخبرات العملية مدير دائرة التخطيط الاستراتيجي و التطوير الاعمال من 08/2023 لغاية الان مدير دائرة الاستراتيجية و تنقيب البيانات لدى بنك القاهرة عمان من 04/2020 لغاية 08/2023 محلل اقتصادي رئيسي لدى بنك القاهرة عمان من 01/2019 لغاية 04/2020 محلل اقتصادي لدى بنك القاهرة عمان من 11/2015 لغاية 01/2019,,,,,FALSE,screen_positive,179
INVB|2021-03-31|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|4,INVB,2021-03-31,NotesListOfNotes,ifrs-full_DisclosureOfCreditRiskExplanatory,ar,- تحليل البيانات والقوائم المالية الخاصة بالعميل لإستخراج أهم النسب المالية والمؤشرات التي تساعد في اتخاذ القرارات الإئتمانية.,,,,,FALSE,screen_positive,18
JOEP|2021-04-25|NotesListOfNotes|ifrs-full_DisclosureOfSignificantInvestmentsInSubsidiariesExplanatory|0|en|0,JOEP,2021-04-25,NotesListOfNotes,ifrs-full_DisclosureOfSignificantInvestmentsInSubsidiariesExplanatory,en,"The Group owns the following subsidiary as of December 31, 2020: Company Name Authorized Capital Paid up Capital Ownership Percentage Main Activity Location Lightning Gate for Cloud Services* 250,000 250,000 100 % Providing technology to facilitate payment of bills and claims by electronic means Amman – Jordan *On November 27, 2019, the Company has acquired non-controlling intrest in Lighting Gate for Cloud Services at which all of the related procedures have been completed at the end if the year 2019, accordingly, non-controling interest rights have been calculated in the consolidated statement of profit or loss to the date of transfering the shares to Jordan Electric Power Company on December 31, 2019.",,,,,TRUE,screen_positive,111
JOEP|2025-04-30|NotesListOfNotes|ifrs-full_DisclosureOfBasisOfPreparationOfFinancialStatementsExplanatory|0|en|8,JOEP,2025-04-30,NotesListOfNotes,ifrs-full_DisclosureOfBasisOfPreparationOfFinancialStatementsExplanatory,en,"All assets, liabilities, equity, income and expenses relating to transactions and balances between the company and subsidiary are eliminated on consolidation The Group owns the following subsidiaries as of December 31, 2024: Company Name Authorized Capital Paid up Capital Ownership Percentage Main Activity Location Lightning Gate for Cloud Services 250,000 250,000 100% Providing technology services to facilitate the electronic settlement of bills and claims.",,,,,TRUE,screen_positive,64
JOEP|2025-04-30|NotesListOfNotes|ifrs-full_DisclosureOfBasisOfPreparationOfFinancialStatementsExplanatory|0|en|9,JOEP,2025-04-30,NotesListOfNotes,ifrs-full_DisclosureOfBasisOfPreparationOfFinancialStatementsExplanatory,en,"Amman- Jordan Al-Baraq for Energy Services 500,000 500,000 100% Electrical Services Amman- Jordan The following table shows the financial position and financial performance of the subsidiaries as of 31 December 2024, and of 31 December 2023: In Jordanian Dinar As of 31 December 2024, For the Year Ended December 31, 2024 Total Assets Total Liabilities Total Revenues Proft (loss) for the year Lightning Gate for Cloud Services 606,223 322,773 187,475 8,810 Al-Baraq for Energy Services 607,347 115,035 128,598 (7,688) In Jordanian Dinar As of 31 December 2023, For the Year Ended December 31, 2023 Total Assets Total Liabilities Total Revenues loss for the year Lightning Gate for Cloud Services 707,967 434,074 75,710 (25,720) The Group recognizes combining of the business using the consolidation method when control is transferred to the Group and the transferred benefits from the merger are measured at fair value and are determined by the net asset value.",,,,,TRUE,screen_positive,151
JOEP|2025-04-30|NotesListOfNotes|ifrs-full_DisclosureOfIncomeTaxExplanatory|0|en|5,JOEP,2025-04-30,NotesListOfNotes,ifrs-full_DisclosureOfIncomeTaxExplanatory,en,"Gate lightning for Cloud services - Subsidiary company: The income tax provision has been calculated on the company’s business results for the year ended December 31, 2023, and previous years in accordance with Income Tax Law No. 38 of 2018 and its subsequent amendments.",,,,,FALSE,screen_positive,44
JOEP|2025-04-30|NotesListOfNotes|ifrs-full_DisclosureOfSignificantInvestmentsInSubsidiariesExplanatory|0|en|1,JOEP,2025-04-30,NotesListOfNotes,ifrs-full_DisclosureOfSignificantInvestmentsInSubsidiariesExplanatory,en,"Amman- Jordan Al-Baraq for Energy Services 500,000 500,000 100% Electrical Services Amman- Jordan The following table shows the financial position and financial performance of the subsidiaries as of 31 December 2024, and of 31 December 2023: In Jordanian Dinar As of 31 December 2024, For the Year Ended December 31, 2024 Total Assets Total Liabilities Total Revenues Proft (loss) for the year Lightning Gate for Cloud Services 606,223 322,773 187,475 8,810 Al-Baraq for Energy Services 607,347 115,035 128,598 (7,688) In Jordanian Dinar As of 31 December 2023, For the Year Ended December 31, 2023 Total Assets Total Liabilities Total Revenues loss for the year Lightning Gate for Cloud Services 707,967 434,074 75,710 (25,720) The Group recognizes combining of the business using the consolidation method when control is transferred to the Group and the transferred benefits from the merger are measured at fair value and are determined by the net asset value.",,,,,TRUE,screen_positive,151
JOPT|2025-04-30|NotesListOfNotes|jsc-rep_DisclosureOfFuturePlan|0|en|35,JOPT,2025-04-30,NotesListOfNotes,jsc-rep_DisclosureOfFuturePlan,en,"Work is also underway to implement an energy consumption audit system using artificial intelligence, which monitors load behavior and generation sources.",,,,,FALSE,screen_positive,21
JOPT|2025-04-30|NotesListOfNotes|jsc-rep_DisclosureOfFuturePlan|0|ar|12,JOPT,2025-04-30,NotesListOfNotes,jsc-rep_DisclosureOfFuturePlan,ar,كما من المخطط له الاستمرار في زيادة محطات الشحن السريع للمركبات الكهربائية في محطات الشركة وخارجها من خلال تركيبها في مختلف محطات الشركة ومواقع العملاء كالمولات ومواقف المركبات، كما تعمل الشركة حالياً على أتمتة طلبات المحطات من المحروقات من خلال الربط إلكتروني بين الأنظمة، ويجري العمل حالياً على تطبيق نظام تدقيق استهلاك الطاقة باستخدام الذكاء الاصطناعي من خلال مراقبة سلوك الأحمال ومصادر التوليد.,,,,,FALSE,screen_positive,63
JTEL|2025-04-24|NotesListOfNotes|jsc-rep_DisclosureOfCashOnHandAndAtBanks|0|ar|3,JTEL,2025-04-24,NotesListOfNotes,jsc-rep_DisclosureOfCashOnHandAndAtBanks,ar,** حصلت المجموعة على 7 منح (منحتين خلال عام 2020 و منحتين خلال العام 2021 وثلاث منح خلال العام 2024) لتوفير التمويل لتعزيز مبادرات الابتكار الخاصة بشركة الاتصالات الأردنية، بما في ذلك أكاديمية الترميز التابعة للمجموعة والبرامج الأكاديمية الأخرى.,,,,,FALSE,screen_positive,39
JTEL|2025-04-24|NotesListOfNotes|jsc-rep_DisclosureOfRefundableDeposits|0|ar|0,JTEL,2025-04-24,NotesListOfNotes,jsc-rep_DisclosureOfRefundableDeposits,ar,ذمم وأرصدة دائنة أخرى 2023 2024 يتكون هذا البند مما يلي : دينار دينار 81.566.325 75.012.534 الدائنون التجاريون 17.434.231 18.038.240 مصاريف مستحقة 15.547.316 15.103.442 تأمينات المشتركين 9.307.839 11.029.430 مبالغ مستحقة لأطراف ذات علاقة (إيضاح 27) 1.410.369 1.508.569 أمانات المساهمين - ارباح موزعة 983.449 784.071 منح مقيدة * (ايضاح 14) 161.068 143.168 أمانات المساهمين - تخفيض رأس المال 126.410.597 121.619.454 * حصلت المجموعة على 7 منح (منحتين خلال عام 2020 و منحتين خلال العام 2021 وثلاث منح خلال العام 2024 ) لتوفير التمويل لتعزيز مبادرات الابتكار الخاصة بالاتصالات الأردنية ، بما في ذلك أكاديمية الترميز التابعة للمجموعة والبرامج الأكاديمية الأخرى.,,,,,TRUE,screen_positive,99
JTEL|2025-04-24|NotesListOfNotes|jsc-rep_DisclosureOfRefundableDeposits|0|ar|10,JTEL,2025-04-24,NotesListOfNotes,jsc-rep_DisclosureOfRefundableDeposits,ar,منحة الصندوق الأردني للريادة خلال عام 2021 ، وقعت شركة الاتصالات الأردنية اتفاقية منحة مع الصندوق الأردني للريادة ( ISSF ) لتمويل حاضنة الذكاء الاصطناعي ، والتي تعزز دور الشركات الناشئة من خلال بناء المهارات وتطوير المنتجات والوصول إلى الفرص.,,,,,FALSE,screen_positive,40
JTEL|2025-04-24|NotesListOfNotes|jsc-rep_DisclosureTradeAndOtherCurrentPayables|0|ar|0,JTEL,2025-04-24,NotesListOfNotes,jsc-rep_DisclosureTradeAndOtherCurrentPayables,ar,ذمم وأرصدة دائنة أخرى 2023 2024 يتكون هذا البند مما يلي : دينار دينار 81.566.325 75.012.534 الدائنون التجاريون 17.434.231 18.038.240 مصاريف مستحقة 15.547.316 15.103.442 تأمينات المشتركين 9.307.839 11.029.430 مبالغ مستحقة لأطراف ذات علاقة (إيضاح 27) 1.410.369 1.508.569 أمانات المساهمين - ارباح موزعة 983.449 784.071 منح مقيدة * (ايضاح 14) 161.068 143.168 أمانات المساهمين - تخفيض رأس المال 126.410.597 121.619.454 * حصلت المجموعة على 7 منح (منحتين خلال عام 2020 و منحتين خلال العام 2021 وثلاث منح خلال العام 2024 ) لتوفير التمويل لتعزيز مبادرات الابتكار الخاصة بالاتصالات الأردنية ، بما في ذلك أكاديمية الترميز التابعة للمجموعة والبرامج الأكاديمية الأخرى.,,,,,TRUE,screen_positive,99
JTEL|2025-04-24|NotesListOfNotes|jsc-rep_DisclosureTradeAndOtherCurrentPayables|0|ar|10,JTEL,2025-04-24,NotesListOfNotes,jsc-rep_DisclosureTradeAndOtherCurrentPayables,ar,منحة الصندوق الأردني للريادة خلال عام 2021 ، وقعت شركة الاتصالات الأردنية اتفاقية منحة مع الصندوق الأردني للريادة ( ISSF ) لتمويل حاضنة الذكاء الاصطناعي ، والتي تعزز دور الشركات الناشئة من خلال بناء المهارات وتطوير المنتجات والوصول إلى الفرص.,,,,,FALSE,screen_positive,40
JVOI|2024-03-21|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|7,JVOI,2024-03-21,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,en,"The latest versions of ERP systems were purchased from Microsoft, which is a system Microsoft Dynamics 365 Finance & Operations expect to be fully implemented in 2024.",,,,,FALSE,screen_positive,27
JVOI|2024-03-21|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|6,JVOI,2024-03-21,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,ar,وتم شراء احدث إصدارات أنظمة تخطيط موارد المؤسسات من شركة مايكروسوفت وهو نظــــــــــــــــــام Microsoft Dynamics 365 Finance & Operations ومن المتوقع الانتهاء من تنفيذه وتطبيقه بشكل كامل في منتصف عام 2024.,,,,,FALSE,screen_positive,31
MANE|2022-04-28|DisclosuresAuditorsReport|jsc_AuditorsReportOnFinancialStatements|0|en|94,MANE,2022-04-28,DisclosuresAuditorsReport,jsc_AuditorsReportOnFinancialStatements,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|DisclosuresAuditorsReport|jsc_AuditorsResponsibilitiesForAuditOfFinancialStatementsExplanatory|0|en|95,MANE,2022-04-28,DisclosuresAuditorsReport,jsc_AuditorsResponsibilitiesForAuditOfFinancialStatementsExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|DisclosuresAuditorsReport|jsc_EmphasisOfMatterExplanatory|0|en|95,MANE,2022-04-28,DisclosuresAuditorsReport,jsc_EmphasisOfMatterExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|DisclosuresAuditorsReport|jsc_KeyAuditMattersExplanatory|0|en|95,MANE,2022-04-28,DisclosuresAuditorsReport,jsc_KeyAuditMattersExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|DisclosuresAuditorsReport|jsc_OtherInformationIncludedInBanksAnnualReportExplanatory|0|en|95,MANE,2022-04-28,DisclosuresAuditorsReport,jsc_OtherInformationIncludedInBanksAnnualReportExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|DisclosuresAuditorsReport|jsc_OtherMattersExplanatory|0|en|95,MANE,2022-04-28,DisclosuresAuditorsReport,jsc_OtherMattersExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|DisclosuresAuditorsReport|jsc_ReportOnOtherLegalAndRegulatoryRequirementsExplanatory|0|en|95,MANE,2022-04-28,DisclosuresAuditorsReport,jsc_ReportOnOtherLegalAndRegulatoryRequirementsExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|DisclosuresAuditorsReport|jsc_ResponsibilitiesOfManagementAndThoseChargedWithGovernanceForFinancialStatementsExplanatory|0|en|95,MANE,2022-04-28,DisclosuresAuditorsReport,jsc_ResponsibilitiesOfManagementAndThoseChargedWithGovernanceForFinancialStatementsExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|NotesListOfNotes|ifrs-full_DisclosureOfAccountingJudgementsAndEstimatesExplanatory|0|en|95,MANE,2022-04-28,NotesListOfNotes,ifrs-full_DisclosureOfAccountingJudgementsAndEstimatesExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
MANE|2022-04-28|NotesListOfNotes|ifrs-full_DisclosureOfAccruedExpensesAndOtherLiabilitiesExplanatory|0|en|95,MANE,2022-04-28,NotesListOfNotes,ifrs-full_DisclosureOfAccruedExpensesAndOtherLiabilitiesExplanatory,en,Segment reporting A business segment is a group of assets and operations engaged in providing products or services that are subject to risks and returns that are different from those of other business segments which are measured based on the reporting to management and the decision makers in the Group.,,,,,FALSE,screen_positive,50
